filename,width,height,class,xmin,ymin,xmax,ymax
Bus_1.jpg,320,320,Bus,110.0,50.0,291.0,208.0
Bus_10.jpg,320,320,Bus,0.0,143.0,69.0,274.0
Bus_100.jpg,320,320,Bus,46.0,77.0,268.0,264.0
Bus_101.jpg,320,320,Bus,0.0,74.0,19.0,222.0
Bus_101.jpg,320,320,Bus,37.0,47.0,265.0,256.0
Bus_101.jpg,320,320,Bus,165.0,88.0,220.0,123.0
Bus_101.jpg,320,320,Bus,224.0,82.0,301.0,216.0
Bus_102.jpg,320,320,Bus,2.0,170.0,26.0,203.0
Bus_102.jpg,320,320,Bus,94.0,76.0,252.0,272.0
Bus_103.jpg,320,320,Bus,81.0,60.0,320.0,272.0
Bus_104.jpg,320,320,Bus,77.0,138.0,160.0,204.0
Bus_105.jpg,320,320,Bus,241.0,218.0,320.0,320.0
Bus_106.jpg,320,320,Bus,0.0,102.0,35.0,302.0
Bus_106.jpg,320,320,Bus,46.0,33.0,270.0,295.0
Bus_106.jpg,320,320,Bus,219.0,101.0,320.0,275.0
Bus_107.jpg,320,320,Bus,60.0,0.0,320.0,180.0
Bus_108.jpg,320,320,Bus,0.0,86.0,124.0,237.0
Bus_108.jpg,320,320,Bus,16.0,0.0,318.0,287.0
Bus_109.jpg,320,320,Bus,111.0,79.0,210.0,232.0
Bus_11.jpg,320,320,Bus,0.0,0.0,320.0,281.0
Bus_110.jpg,320,320,Bus,102.0,103.0,236.0,205.0
Bus_111.jpg,320,320,Bus,56.0,128.0,223.0,233.0
Bus_111.jpg,320,320,Bus,221.0,161.0,267.0,202.0
Bus_112.jpg,320,320,Bus,0.0,12.0,320.0,320.0
Bus_113.jpg,320,320,Bus,89.0,177.0,214.0,256.0
Bus_114.jpg,320,320,Bus,32.0,64.0,269.0,301.0
Bus_115.jpg,320,320,Bus,50.0,32.0,233.0,207.0
Bus_116.jpg,320,320,Bus,0.0,26.0,55.0,247.0
Bus_116.jpg,320,320,Bus,0.0,27.0,153.0,254.0
Bus_116.jpg,320,320,Bus,42.0,22.0,260.0,300.0
Bus_116.jpg,320,320,Bus,218.0,114.0,252.0,147.0
Bus_116.jpg,320,320,Bus,264.0,0.0,320.0,319.0
Bus_117.jpg,320,320,Bus,56.0,88.0,314.0,265.0
Bus_118.jpg,320,320,Bus,0.0,0.0,288.0,319.0
Bus_119.jpg,320,320,Bus,0.0,0.0,224.0,320.0
Bus_12.jpg,320,320,Bus,0.0,112.0,99.0,215.0
Bus_120.jpg,320,320,Bus,11.0,6.0,315.0,307.0
Bus_120.jpg,320,320,Bus,134.0,33.0,320.0,270.0
Bus_121.jpg,320,320,Bus,0.0,75.0,93.0,239.0
Bus_121.jpg,320,320,Bus,55.0,30.0,249.0,276.0
Bus_122.jpg,320,320,Bus,0.0,20.0,320.0,280.0
Bus_122.jpg,320,320,Bus,3.0,59.0,320.0,135.0
Bus_123.jpg,320,320,Bus,25.0,7.0,292.0,319.0
Bus_124.jpg,320,320,Bus,21.0,23.0,298.0,280.0
Bus_125.jpg,320,320,Bus,0.0,0.0,320.0,320.0
Bus_126.jpg,320,320,Bus,120.0,138.0,130.0,172.0
Bus_126.jpg,320,320,Bus,128.0,134.0,139.0,175.0
Bus_126.jpg,320,320,Bus,132.0,118.0,163.0,192.0
Bus_126.jpg,320,320,Bus,152.0,104.0,319.0,209.0
Bus_126.jpg,320,320,Bus,202.0,23.0,320.0,295.0
Bus_127.jpg,320,320,Bus,40.0,144.0,128.0,192.0
Bus_127.jpg,320,320,Bus,124.0,125.0,306.0,232.0
Bus_128.jpg,320,320,Bus,0.0,86.0,104.0,218.0
Bus_128.jpg,320,320,Bus,69.0,40.0,287.0,276.0
Bus_128.jpg,320,320,Bus,281.0,29.0,320.0,280.0
Bus_129.jpg,320,320,Bus,0.0,37.0,116.0,129.0
Bus_129.jpg,320,320,Bus,175.0,34.0,201.0,103.0
