Unnamed: 0,filename,width,height,class,xmin,ymin,xmax,ymax
1176,0665.jpg,512,512,Person,260,210,279,295
143,0061.jpg,512,512,Traffic_sign,242,233,253,246
5230,2219.jpg,512,512,Traffic_sign,89,169,179,279
853,0515.jpg,512,512,Traffic_light,206,140,222,201
4373,2009.jpg,512,512,Traffic_sign,264,272,310,359
3099,1447.jpg,512,512,Car,5,0,114,83
724,0463.jpg,512,512,Bus,180,190,235,276
2375,1194.jpg,512,512,Car,181,293,198,310
5103,2174.jpg,512,512,Person,100,369,112,406
3344,1530.jpg,512,512,Car,382,308,400,325
1446,0800.jpg,512,512,Car,269,258,306,302
4371,2008.jpg,512,512,Person,119,186,223,407
188,0090.jpg,512,512,Car,211,253,303,357
5923,2440.jpg,512,512,Car,136,379,167,415
2287,1171.jpg,512,512,Car,0,162,201,286
5421,2286.jpg,512,512,Car,188,329,212,367
5629,2345.jpg,512,512,speed_sign,121,273,131,287
477,0304.jpg,512,512,Traffic_sign,70,194,111,250
754,0478.jpg,512,512,Bus,90,172,124,232
2184,1133.jpg,512,512,Car,0,332,32,375
579,0369.jpg,512,512,Bus,304,192,350,272
1885,1002.jpg,512,512,Bus,133,0,510,14
1333,0743.jpg,512,512,Person,349,222,367,275
5477,2304.jpg,512,512,speed_sign,318,273,330,294
4130,1899.jpg,512,512,speed_sign,338,175,374,233
2741,1324.jpg,512,512,Car,82,0,512,511
966,0552.jpg,512,512,speed_sign,14,141,62,208
2299,1175.jpg,512,512,Car,147,319,268,450
1774,0950.jpg,512,512,Bus,124,161,360,478
4366,2006.jpg,512,512,Car,352,202,442,235
4100,1890.jpg,512,512,Car,177,253,219,286
1095,0610.jpg,512,512,Bus,309,223,356,301
5016,2147.jpg,512,512,Person,232,162,290,397
5093,2170.jpg,512,512,Traffic_sign,264,296,290,337
147,0063.jpg,512,512,Car,228,207,245,228
3435,1569.jpg,512,512,speed_sign,268,14,471,325
1353,0754.jpg,512,512,Car,195,221,252,314
2898,1375.jpg,512,512,Car,0,208,184,435
745,0472.jpg,512,512,Bus,146,204,180,269
2689,1303.jpg,512,512,Car,370,212,482,296
672,0419.jpg,512,512,Bus,208,172,261,268
2242,1157.jpg,512,512,Car,234,111,266,141
3026,1422.jpg,512,512,Car,34,150,474,432
4681,2095.jpg,512,512,speed_sign,161,218,170,231
2002,1067.jpg,512,512,Bus,416,144,450,237
1398,0771.jpg,512,512,Car,245,237,304,303
230,0117.jpg,512,512,Car,252,254,281,287
5849,2419.jpg,512,512,speed_sign,61,331,74,351
4510,2069.jpg,512,512,Car,148,333,188,387
4399,2027.jpg,512,512,Traffic_sign,367,21,445,132
1425,0792.jpg,512,512,Car,170,263,209,301
5519,2313.jpg,512,512,Car,21,356,58,376
4682,2095.jpg,512,512,Car,294,260,312,276
5144,2191.jpg,512,512,Person,86,211,142,476
3413,1556.jpg,512,512,speed_sign,418,178,450,226
284,0147.jpg,512,512,speed_sign,176,214,190,232
1937,1033.jpg,512,512,Bus,20,175,456,401
3138,1455.jpg,512,512,Person,125,61,241,306
3388,1544.jpg,512,512,speed_sign,444,108,483,182
4866,2120.jpg,512,512,Traffic_light,136,153,151,177
1861,0993.jpg,512,512,Bus,100,132,316,223
3866,1789.jpg,512,512,speed_sign,274,85,352,229
3651,1685.jpg,512,512,speed_sign,350,262,509,512
4869,2121.jpg,512,512,Traffic_light,167,44,217,93
1024,0572.jpg,512,512,Bus,108,221,142,276
712,0456.jpg,512,512,Traffic_sign,35,198,66,241
4245,1954.jpg,512,512,speed_sign,385,99,412,173
292,0153.jpg,512,512,Car,245,273,324,362
878,0519.jpg,512,512,Traffic_light,332,142,346,190
5287,2238.jpg,512,512,Traffic_sign,216,196,234,212
4326,1982.jpg,512,512,Traffic_sign,148,54,178,102
4460,2059.jpg,512,512,Car,132,405,169,437
399,0234.jpg,512,512,Traffic_sign,104,231,130,262
4949,2136.jpg,512,512,Traffic_light,40,226,46,247
4644,2088.jpg,512,512,Car,299,343,382,381
3593,1653.jpg,512,512,speed_sign,354,87,423,221
4985,2142.jpg,512,512,Traffic_light,162,127,167,142
2798,1347.jpg,512,512,Car,126,413,177,444
1602,0886.jpg,512,512,Bus,0,20,511,512
3771,1745.jpg,512,512,speed_sign,77,169,118,225
1966,1046.jpg,512,512,Person,66,210,130,477
4045,1866.jpg,512,512,speed_sign,366,110,498,285
3371,1539.jpg,512,512,Car,348,54,459,185
5786,2397.jpg,512,512,Bus,191,296,221,332
5188,2201.jpg,512,512,Traffic_sign,138,143,151,175
554,0360.jpg,512,512,Bus,468,153,512,281
4409,2030.jpg,512,512,Car,350,213,383,239
5310,2247.jpg,512,512,Person,127,203,145,250
2491,1233.jpg,512,512,Person,354,156,380,248
3644,1680.jpg,512,512,speed_sign,104,8,311,462
262,0138.jpg,512,512,speed_sign,13,158,54,215
3761,1739.jpg,512,512,speed_sign,192,220,251,265
590,0376.jpg,512,512,Traffic_sign,319,194,341,220
2999,1411.jpg,512,512,Car,352,296,426,421
2339,1188.jpg,512,512,Car,333,12,460,87
641,0403.jpg,512,512,Bus,276,179,335,267
4422,2037.jpg,512,512,Traffic_sign,229,150,311,252
4933,2133.jpg,512,512,Traffic_light,36,219,52,257
5687,2366.jpg,512,512,Bus,364,301,416,328
4874,2121.jpg,512,512,Car,4,206,141,314
1042,0578.jpg,512,512,Person,210,280,286,421
1182,0666.jpg,512,512,Car,90,230,165,315
4271,1965.jpg,512,512,Car,198,429,236,470
2770,1334.jpg,512,512,Car,36,116,452,459
3273,1508.jpg,512,512,Car,90,135,146,175
2017,1073.jpg,512,512,Person,278,338,324,506
1844,0982.jpg,512,512,Person,247,248,258,316
6040,2481.jpg,512,512,speed_sign,458,339,480,372
4169,1921.jpg,512,512,speed_sign,409,210,462,269
2013,1071.jpg,512,512,Bus,0,316,192,481
2951,1392.jpg,512,512,Car,159,212,233,244
1575,0874.jpg,512,512,Bus,264,141,352,196
2521,1240.jpg,512,512,Car,410,432,452,511
120,0047.jpg,512,512,Person,11,230,38,369
6023,2471.jpg,512,512,Car,213,374,239,410
4349,1995.jpg,512,512,Person,36,229,123,511
1203,0673.jpg,512,512,Person,115,212,139,296
4738,2103.jpg,512,512,Traffic_light,133,340,139,349
6029,2473.jpg,512,512,Car,263,376,278,400
1532,0845.jpg,512,512,Car,208,251,246,281
4497,2068.jpg,512,512,Traffic_light,261,230,265,242
4408,2030.jpg,512,512,Car,290,215,312,231
596,0380.jpg,512,512,Bus,245,200,300,299
4507,2069.jpg,512,512,Traffic_light,415,382,421,398
4453,2057.jpg,512,512,Person,252,181,292,349
98,0037.jpg,512,512,Traffic_sign,5,84,66,189
3559,1636.jpg,512,512,Car,253,401,290,454
2685,1300.jpg,512,512,Car,468,254,512,309
4315,1977.jpg,512,512,Person,89,218,130,288
4770,2105.jpg,512,512,Traffic_light,226,241,229,262
