Unnamed: 0,filename,width,height,class,xmin,ymin,xmax,ymax
1176,0665.jpg,300,300,Person,152,123,163,173
143,0061.jpg,300,300,Traffic_sign,142,136,148,144
5230,2219.jpg,300,300,Traffic_sign,52,99,105,164
853,0515.jpg,300,300,Traffic_light,120,82,130,118
4373,2009.jpg,300,300,Traffic_sign,155,159,182,210
3099,1447.jpg,300,300,Car,3,0,67,49
724,0463.jpg,300,300,Bus,105,111,138,162
2375,1194.jpg,300,300,Car,106,172,116,182
5103,2174.jpg,300,300,Person,59,216,66,238
3344,1530.jpg,300,300,Car,224,181,234,191
1446,0800.jpg,300,300,Car,158,151,179,177
4371,2008.jpg,300,300,Person,70,109,131,238
188,0090.jpg,300,300,Car,124,148,177,209
5923,2440.jpg,300,300,Car,79,222,98,243
2287,1171.jpg,300,300,Car,0,95,118,168
5421,2286.jpg,300,300,Car,110,193,124,215
5629,2345.jpg,300,300,speed_sign,71,160,77,168
477,0304.jpg,300,300,Traffic_sign,41,114,65,146
754,0478.jpg,300,300,Bus,53,101,72,136
2184,1133.jpg,300,300,Car,0,195,19,220
579,0369.jpg,300,300,Bus,178,113,205,160
1885,1002.jpg,300,300,Bus,78,0,299,8
1333,0743.jpg,300,300,Person,204,130,215,161
5477,2304.jpg,300,300,speed_sign,186,160,193,172
4130,1899.jpg,300,300,speed_sign,198,103,219,137
2741,1324.jpg,300,300,Car,48,0,300,299
966,0552.jpg,300,300,speed_sign,8,83,36,122
2299,1175.jpg,300,300,Car,86,187,157,264
1774,0950.jpg,300,300,Bus,73,94,211,280
4366,2006.jpg,300,300,Car,207,118,259,138
4100,1890.jpg,300,300,Car,104,148,128,168
1095,0610.jpg,300,300,Bus,181,131,209,176
5016,2147.jpg,300,300,Person,136,95,170,233
5093,2170.jpg,300,300,Traffic_sign,155,174,170,197
147,0063.jpg,300,300,Car,134,121,144,134
3435,1569.jpg,300,300,speed_sign,157,8,276,190
1353,0754.jpg,300,300,Car,115,130,148,184
2898,1375.jpg,300,300,Car,0,122,108,255
745,0472.jpg,300,300,Bus,85,120,105,158
2689,1303.jpg,300,300,Car,217,124,282,174
672,0419.jpg,300,300,Bus,122,101,153,157
2242,1157.jpg,300,300,Car,137,65,156,82
3026,1422.jpg,300,300,Car,20,88,278,253
4681,2095.jpg,300,300,speed_sign,94,128,100,136
2002,1067.jpg,300,300,Bus,244,84,264,139
1398,0771.jpg,300,300,Car,143,139,178,177
230,0117.jpg,300,300,Car,147,149,165,168
5849,2419.jpg,300,300,speed_sign,36,194,43,206
4510,2069.jpg,300,300,Car,86,195,110,227
4399,2027.jpg,300,300,Traffic_sign,215,12,261,78
1425,0792.jpg,300,300,Car,99,154,123,176
5519,2313.jpg,300,300,Car,12,209,34,220
4682,2095.jpg,300,300,Car,172,152,183,162
5144,2191.jpg,300,300,Person,50,124,83,279
3413,1556.jpg,300,300,speed_sign,245,104,264,133
284,0147.jpg,300,300,speed_sign,103,125,111,136
1937,1033.jpg,300,300,Bus,12,102,267,235
3138,1455.jpg,300,300,Person,73,35,141,179
3388,1544.jpg,300,300,speed_sign,260,63,283,107
4866,2120.jpg,300,300,Traffic_light,80,90,88,104
1861,0993.jpg,300,300,Bus,58,77,185,131
3866,1789.jpg,300,300,speed_sign,160,50,206,134
3651,1685.jpg,300,300,speed_sign,205,154,298,300
4869,2121.jpg,300,300,Traffic_light,98,26,127,54
1024,0572.jpg,300,300,Bus,64,129,83,162
712,0456.jpg,300,300,Traffic_sign,21,116,39,141
4245,1954.jpg,300,300,speed_sign,225,58,242,101
292,0153.jpg,300,300,Car,143,160,190,212
878,0519.jpg,300,300,Traffic_light,195,83,203,111
5287,2238.jpg,300,300,Traffic_sign,127,115,137,124
4326,1982.jpg,300,300,Traffic_sign,87,32,105,60
4460,2059.jpg,300,300,Car,77,237,99,256
399,0234.jpg,300,300,Traffic_sign,61,135,76,154
4949,2136.jpg,300,300,Traffic_light,23,132,27,145
4644,2088.jpg,300,300,Car,175,201,224,223
3593,1653.jpg,300,300,speed_sign,207,51,248,130
4985,2142.jpg,300,300,Traffic_light,95,74,98,83
2798,1347.jpg,300,300,Car,74,242,104,260
1602,0886.jpg,300,300,Bus,0,11,300,300
3771,1745.jpg,300,300,speed_sign,45,99,69,132
1966,1046.jpg,300,300,Person,39,123,76,279
4045,1866.jpg,300,300,speed_sign,215,64,292,167
3371,1539.jpg,300,300,Car,204,31,269,108
5786,2397.jpg,300,300,Bus,112,173,130,194
5188,2201.jpg,300,300,Traffic_sign,81,84,88,102
554,0360.jpg,300,300,Bus,274,90,300,165
4409,2030.jpg,300,300,Car,205,125,224,140
5310,2247.jpg,300,300,Person,74,119,85,146
2491,1233.jpg,300,300,Person,207,91,223,146
3644,1680.jpg,300,300,speed_sign,61,5,182,270
262,0138.jpg,300,300,speed_sign,8,93,32,126
3761,1739.jpg,300,300,speed_sign,112,129,147,155
590,0376.jpg,300,300,Traffic_sign,187,114,200,129
2999,1411.jpg,300,300,Car,207,173,250,247
2339,1188.jpg,300,300,Car,195,7,270,51
641,0403.jpg,300,300,Bus,162,105,196,156
4422,2037.jpg,300,300,Traffic_sign,134,88,182,148
4933,2133.jpg,300,300,Traffic_light,21,128,30,150
5687,2366.jpg,300,300,Bus,214,176,244,192
4874,2121.jpg,300,300,Car,3,121,83,184
1042,0578.jpg,300,300,Person,123,164,168,246
1182,0666.jpg,300,300,Car,52,135,97,185
4271,1965.jpg,300,300,Car,116,252,138,275
2770,1334.jpg,300,300,Car,21,68,265,269
3273,1508.jpg,300,300,Car,53,79,85,103
2017,1073.jpg,300,300,Person,163,198,190,296
1844,0982.jpg,300,300,Person,145,145,151,185
6040,2481.jpg,300,300,speed_sign,268,199,281,218
4169,1921.jpg,300,300,speed_sign,240,123,271,158
2013,1071.jpg,300,300,Bus,0,185,112,282
2951,1392.jpg,300,300,Car,93,124,136,143
1575,0874.jpg,300,300,Bus,155,82,206,115
2521,1240.jpg,300,300,Car,240,253,265,299
120,0047.jpg,300,300,Person,7,135,22,216
6023,2471.jpg,300,300,Car,125,219,140,240
4349,1995.jpg,300,300,Person,21,134,72,300
1203,0673.jpg,300,300,Person,67,124,81,174
4738,2103.jpg,300,300,Traffic_light,78,199,81,204
6029,2473.jpg,300,300,Car,154,220,163,234
1532,0845.jpg,300,300,Car,122,147,144,165
4497,2068.jpg,300,300,Traffic_light,153,135,155,142
4408,2030.jpg,300,300,Car,170,126,183,136
596,0380.jpg,300,300,Bus,144,117,176,175
4507,2069.jpg,300,300,Traffic_light,243,224,247,233
4453,2057.jpg,300,300,Person,147,106,171,205
98,0037.jpg,300,300,Traffic_sign,3,49,38,111
3559,1636.jpg,300,300,Car,148,235,170,266
2685,1300.jpg,300,300,Car,274,149,300,181
4315,1977.jpg,300,300,Person,52,127,76,169
4770,2105.jpg,300,300,Traffic_light,132,141,134,153
1092,0608.jpg,300,300,Traffic_sign,218,139,230,165
2438,1217.jpg,300,300,Car,127,194,299,299
2523,1242.jpg,300,300,Car,144,193,173,289
5064,2162.jpg,300,300,Traffic_sign,32,187,40,198
981,0557.jpg,300,300,Traffic_sign,241,101,259,126
5173,2198.jpg,300,300,Car,137,191,155,211
5148,2191.jpg,300,300,Person,139,223,151,249
988,0558.jpg,300,300,Car,140,148,213,217
2506,1237.jpg,300,300,Person,57,102,86,185
5697,2369.jpg,300,300,speed_sign,267,157,274,170
1689,0910.jpg,300,300,Person,144,174,157,232
4677,2094.jpg,300,300,Traffic_light,112,148,127,159
1254,0692.jpg,300,300,Car,256,150,300,216
805,0501.jpg,300,300,Car,82,157,105,183
3542,1626.jpg,300,300,speed_sign,138,87,179,126
5329,2250.jpg,300,300,Car,238,63,300,102
4390,2020.jpg,300,300,Traffic_sign,22,108,74,162
4987,2142.jpg,300,300,Traffic_light,176,94,181,102
3670,1695.jpg,300,300,speed_sign,128,84,165,136
4805,2110.jpg,300,300,Traffic_light,45,179,50,189
4522,2070.jpg,300,300,Traffic_light,195,200,202,209
6086,2519.jpg,300,300,speed_sign,218,144,226,159
836,0511.jpg,300,300,Car,151,152,175,182
6060,2494.jpg,300,300,speed_sign,215,140,229,164
5085,2168.jpg,300,300,Bus,138,81,183,138
2395,1198.jpg,300,300,Car,4,46,281,250
4346,1995.jpg,300,300,Traffic_sign,57,140,107,202
2638,1285.jpg,300,300,Car,156,196,194,221
1261,0695.jpg,300,300,Person,226,144,247,236
5130,2185.jpg,300,300,Traffic_sign,76,78,163,204
3061,1432.jpg,300,300,Car,179,60,188,63
530,0345.jpg,300,300,Bus,0,35,133,218
75,0027.jpg,300,300,Traffic_sign,114,133,122,148
622,0393.jpg,300,300,Traffic_sign,54,125,72,149
4118,1896.jpg,300,300,speed_sign,138,100,182,171
3625,1667.jpg,300,300,Person,112,119,153,284
1318,0731.jpg,300,300,Car,157,147,174,171
5178,2198.jpg,300,300,Car,37,186,55,202
5597,2335.jpg,300,300,speed_sign,239,58,269,105
6106,2537.jpg,300,300,speed_sign,257,192,268,210
5372,2265.jpg,300,300,Person,76,183,93,270
1511,0828.jpg,300,300,Car,24,134,54,166
5789,2399.jpg,300,300,Car,170,181,182,198
1101,0615.jpg,300,300,Person,199,160,214,219
5286,2238.jpg,300,300,Traffic_sign,121,56,133,113
2733,1322.jpg,300,300,Car,211,255,258,293
3264,1506.jpg,300,300,Car,271,163,300,256
3301,1519.jpg,300,300,Car,0,221,27,245
3640,1678.jpg,300,300,speed_sign,173,62,249,180
2752,1328.jpg,300,300,Car,277,139,293,150
4170,1922.jpg,300,300,speed_sign,8,130,44,169
3247,1499.jpg,300,300,Car,49,155,115,224
1453,0802.jpg,300,300,Bus,78,99,112,157
1383,0758.jpg,300,300,Car,98,123,112,141
4736,2102.jpg,300,300,Traffic_light,279,197,285,210
3847,1780.jpg,300,300,speed_sign,146,96,167,131
5833,2414.jpg,300,300,speed_sign,226,188,235,202
2086,1099.jpg,300,300,Car,284,190,299,209
4628,2085.jpg,300,300,Person,144,178,156,212
740,0470.jpg,300,300,Car,224,152,300,261
4067,1874.jpg,300,300,Car,14,141,175,271
2778,1337.jpg,300,300,Car,0,0,300,300
2516,1239.jpg,300,300,Car,241,55,275,66
4975,2139.jpg,300,300,Traffic_light,200,90,206,99
2890,1370.jpg,300,300,Car,42,147,243,248
2020,1075.jpg,300,300,Bus,87,73,215,239
4713,2099.jpg,300,300,Person,73,199,93,273
5278,2235.jpg,300,300,Traffic_sign,243,159,269,183
1396,0769.jpg,300,300,Car,7,138,35,161
3,0002.jpg,300,300,Bus,10,92,97,186
2656,1291.jpg,300,300,Car,52,67,278,248
3375,1541.jpg,300,300,speed_sign,162,1,282,198
1768,0946.jpg,300,300,Bus,94,189,289,296
5644,2348.jpg,300,300,Car,118,160,167,194
5967,2454.jpg,300,300,Traffic_sign,180,207,187,217
662,0413.jpg,300,300,Bus,162,96,221,168
3865,1788.jpg,300,300,Car,126,235,156,268
4903,2128.jpg,300,300,Traffic_light,131,16,161,108
846,0513.jpg,300,300,Car,106,157,127,180
2040,1083.jpg,300,300,Bus,40,29,277,289
4605,2079.jpg,300,300,Traffic_light,166,241,171,252
2680,1298.jpg,300,300,Car,256,114,294,157
4144,1906.jpg,300,300,Car,13,150,76,227
5642,2347.jpg,300,300,Person,59,163,66,191
2355,1193.jpg,300,300,Car,164,42,300,128
229,0117.jpg,300,300,Car,187,149,225,195
2611,1277.jpg,300,300,Car,129,137,289,226
797,0498.jpg,300,300,Person,79,158,104,251
2126,1108.jpg,300,300,Bus,265,166,286,190
3903,1800.jpg,300,300,speed_sign,211,94,274,213
4303,1972.jpg,300,300,Traffic_sign,67,33,221,208
2101,1103.jpg,300,300,Person,2,154,56,300
503,0333.jpg,300,300,Bus,136,105,167,152
4652,2090.jpg,300,300,Traffic_light,277,149,282,165
5244,2222.jpg,300,300,Traffic_sign,130,91,168,149
2792,1344.jpg,300,300,Car,243,159,268,170
5852,2420.jpg,300,300,speed_sign,59,183,69,198
5340,2256.jpg,300,300,Traffic_sign,161,191,187,222
2379,1194.jpg,300,300,Car,136,190,156,214
1798,0964.jpg,300,300,Bus,237,111,248,152
4956,2136.jpg,300,300,Traffic_light,153,5,172,83
4544,2072.jpg,300,300,Traffic_light,0,107,9,120
2918,1381.jpg,300,300,Car,2,127,28,165
3517,1610.jpg,300,300,speed_sign,49,87,98,133
2872,1367.jpg,300,300,Car,2,138,84,195
286,0149.jpg,300,300,speed_sign,38,102,52,124
3697,1708.jpg,300,300,speed_sign,192,74,214,107
2813,1351.jpg,300,300,Car,184,113,208,141
2036,1081.jpg,300,300,Bus,267,62,300,271
936,0537.jpg,300,300,Car,202,146,261,209
5844,2416.jpg,300,300,Traffic_sign,99,209,102,216
3734,1724.jpg,300,300,speed_sign,121,13,163,123
1040,0578.jpg,300,300,Car,15,185,83,249
1282,0708.jpg,300,300,Traffic_sign,205,121,213,140
1822,0971.jpg,300,300,Bus,75,0,300,147
5851,2420.jpg,300,300,speed_sign,217,190,228,207
2738,1323.jpg,300,300,Person,67,137,105,222
982,0557.jpg,300,300,Car,176,145,206,179
462,0291.jpg,300,300,Traffic_sign,72,131,83,145
3076,1438.jpg,300,300,Person,190,40,233,245
5679,2362.jpg,300,300,speed_sign,188,167,194,176
5614,2340.jpg,300,300,Bus,140,159,170,201
6118,2544.jpg,300,300,speed_sign,130,201,136,212
3863,1788.jpg,300,300,speed_sign,80,29,136,117
799,0499.jpg,300,300,Car,139,132,205,214
2673,1294.jpg,300,300,Car,62,51,77,61
6064,2498.jpg,300,300,speed_sign,177,180,183,192
4938,2133.jpg,300,300,Car,9,175,61,201
4079,1881.jpg,300,300,speed_sign,109,114,168,282
3366,1537.jpg,300,300,Car,93,31,199,116
4204,1936.jpg,300,300,speed_sign,195,23,263,124
3661,1690.jpg,300,300,speed_sign,38,2,142,152
4470,2061.jpg,300,300,Person,139,126,171,293
1613,0889.jpg,300,300,Person,4,119,9,143
2393,1197.jpg,300,300,Car,0,0,299,300
4732,2102.jpg,300,300,Traffic_light,74,191,81,211
5227,2218.jpg,300,300,Traffic_sign,98,199,135,214
4745,2103.jpg,300,300,Traffic_light,211,200,212,203
2799,1347.jpg,300,300,Person,0,233,17,277
2543,1252.jpg,300,300,Car,105,122,128,138
336,0181.jpg,300,300,Car,150,149,208,186
4076,1879.jpg,300,300,speed_sign,15,4,119,143
4915,2130.jpg,300,300,Traffic_light,135,149,138,157
6124,2549.jpg,300,300,speed_sign,257,215,271,239
3573,1645.jpg,300,300,Person,140,135,158,210
2362,1194.jpg,300,300,Car,56,187,75,198
3497,1601.jpg,300,300,Person,103,47,121,108
3397,1548.jpg,300,300,speed_sign,39,39,69,96
3306,1520.jpg,300,300,Car,21,57,241,183
5546,2320.jpg,300,300,Car,102,185,128,215
4737,2102.jpg,300,300,Traffic_light,285,199,288,209
6151,2569.jpg,300,300,speed_sign,106,205,113,217
4266,1963.jpg,300,300,Car,81,162,96,178
3995,1841.jpg,300,300,speed_sign,120,152,185,195
3572,1645.jpg,300,300,Car,60,128,111,214
4142,1905.jpg,300,300,speed_sign,33,58,66,106
4734,2102.jpg,300,300,Traffic_light,75,211,82,221
753,0478.jpg,300,300,Bus,84,100,115,148
5094,2170.jpg,300,300,Traffic_sign,162,136,181,157
1411,0783.jpg,300,300,Bus,117,96,161,169
5980,2458.jpg,300,300,speed_sign,174,220,183,233
1123,0628.jpg,300,300,Person,242,151,298,300
5505,2311.jpg,300,300,speed_sign,108,201,118,217
5732,2378.jpg,300,300,speed_sign,57,139,66,152
814,0504.jpg,300,300,Car,192,143,222,175
2391,1196.jpg,300,300,Car,261,161,300,281
216,0108.jpg,300,300,Traffic_sign,51,115,65,136
4222,1945.jpg,300,300,speed_sign,105,97,143,166
1112,0620.jpg,300,300,Person,97,173,109,225
4870,2121.jpg,300,300,Traffic_light,170,23,200,53
4665,2092.jpg,300,300,Traffic_light,136,151,141,168
4662,2091.jpg,300,300,Person,179,190,216,238
59,0021.jpg,300,300,Person,124,136,145,236
5147,2191.jpg,300,300,Person,74,227,83,274
2435,1214.jpg,300,300,Car,115,229,196,275
2436,1215.jpg,300,300,Car,26,21,260,299
5738,2379.jpg,300,300,Car,224,170,272,226
268,0141.jpg,300,300,Car,123,163,209,263
5547,2321.jpg,300,300,speed_sign,184,140,192,152
3679,1700.jpg,300,300,speed_sign,88,75,135,192
4905,2128.jpg,300,300,Car,6,204,43,222
5154,2193.jpg,300,300,Traffic_sign,167,189,195,269
986,0558.jpg,300,300,Traffic_light,154,38,177,51
6095,2528.jpg,300,300,speed_sign,240,76,257,106
1726,0928.jpg,300,300,Car,262,190,279,206
4576,2076.jpg,300,300,Traffic_light,99,167,118,176
2165,1126.jpg,300,300,Bus,43,24,293,253
4743,2103.jpg,300,300,Traffic_light,200,193,202,197
773,0493.jpg,300,300,Bus,96,101,126,153
428,0262.jpg,300,300,Car,173,129,187,149
5723,2376.jpg,300,300,Car,150,176,177,214
4568,2074.jpg,300,300,Car,138,155,171,192
1157,0653.jpg,300,300,Person,73,132,85,198
2469,1230.jpg,300,300,Car,144,176,299,299
5806,2403.jpg,300,300,Car,200,173,214,196
1796,0964.jpg,300,300,Bus,158,122,175,162
2972,1402.jpg,300,300,Car,182,77,265,86
3367,1538.jpg,300,300,Car,30,204,265,285
784,0495.jpg,300,300,Car,168,140,210,186
686,0430.jpg,300,300,Bus,146,108,186,179
5680,2363.jpg,300,300,speed_sign,175,165,179,171
3276,1510.jpg,300,300,Car,25,8,277,292
4532,2071.jpg,300,300,Traffic_light,227,119,230,127
610,0387.jpg,300,300,Bus,173,114,224,180
4901,2126.jpg,300,300,Traffic_sign,79,217,94,241
2074,1097.jpg,300,300,Bus,35,64,257,259
5574,2327.jpg,300,300,Traffic_light,6,150,9,160
4818,2113.jpg,300,300,Traffic_light,58,191,69,219
5945,2447.jpg,300,300,speed_sign,207,204,213,214
101,0038.jpg,300,300,Car,122,131,132,141
4672,2092.jpg,300,300,Car,145,188,167,205
3108,1449.jpg,300,300,Car,166,221,231,258
190,0090.jpg,300,300,Person,201,139,210,173
5377,2266.jpg,300,300,Bus,158,99,243,150
4812,2112.jpg,300,300,Traffic_light,40,116,73,158
384,0222.jpg,300,300,Bus,186,29,300,216
4080,1882.jpg,300,300,speed_sign,205,18,273,156
3239,1495.jpg,300,300,Car,123,118,158,176
3536,1622.jpg,300,300,Car,94,176,119,209
2396,1198.jpg,300,300,Car,129,29,300,155
438,0271.jpg,300,300,Car,152,135,165,150
1094,0609.jpg,300,300,Car,178,137,209,172
3333,1527.jpg,300,300,Person,16,188,35,229
3259,1505.jpg,300,300,Car,204,201,221,214
6066,2500.jpg,300,300,speed_sign,116,140,127,155
542,0352.jpg,300,300,Person,203,150,213,178
5161,2195.jpg,300,300,Car,217,156,300,214
1763,0943.jpg,300,300,Bus,4,29,72,175
4282,1967.jpg,300,300,Person,108,177,113,217
2643,1286.jpg,300,300,Person,2,141,118,296
