Unnamed: 0,filename,width,height,class,xmin,ymin,xmax,ymax
1176,0665.jpg,640,640,Person,325,262,349,369
143,0061.jpg,640,640,Traffic_sign,303,291,316,307
5230,2219.jpg,640,640,Traffic_sign,111,211,224,349
853,0515.jpg,640,640,Traffic_light,257,175,278,251
4373,2009.jpg,640,640,Traffic_sign,331,339,388,449
3099,1447.jpg,640,640,Car,6,0,142,104
724,0463.jpg,640,640,Bus,224,238,294,345
2375,1194.jpg,640,640,Car,226,366,247,387
5103,2174.jpg,640,640,Person,126,462,140,508
3344,1530.jpg,640,640,Car,478,386,499,407
1446,0800.jpg,640,640,Car,336,323,382,378
4371,2008.jpg,640,640,Person,149,233,279,509
188,0090.jpg,640,640,Car,264,316,378,446
5923,2440.jpg,640,640,Car,169,474,208,518
2287,1171.jpg,640,640,Car,0,203,251,358
5421,2286.jpg,640,640,Car,235,411,265,459
5629,2345.jpg,640,640,speed_sign,152,341,163,358
477,0304.jpg,640,640,Traffic_sign,87,243,138,312
754,0478.jpg,640,640,Bus,112,214,154,289
2184,1133.jpg,640,640,Car,1,415,41,468
579,0369.jpg,640,640,Bus,380,240,438,341
1885,1002.jpg,640,640,Bus,166,0,638,18
1333,0743.jpg,640,640,Person,436,278,458,343
5477,2304.jpg,640,640,speed_sign,398,342,412,367
4130,1899.jpg,640,640,speed_sign,422,219,467,292
2741,1324.jpg,640,640,Car,102,0,639,638
966,0552.jpg,640,640,speed_sign,18,177,77,260
2299,1175.jpg,640,640,Car,184,399,335,562
1774,0950.jpg,640,640,Bus,156,201,451,598
4366,2006.jpg,640,640,Car,441,252,552,294
4100,1890.jpg,640,640,Car,221,317,274,358
1095,0610.jpg,640,640,Bus,386,279,445,376
5016,2147.jpg,640,640,Person,291,203,363,497
5093,2170.jpg,640,640,Traffic_sign,331,370,362,421
147,0063.jpg,640,640,Car,285,258,306,285
3435,1569.jpg,640,640,speed_sign,335,17,589,406
1353,0754.jpg,640,640,Car,244,277,315,393
2898,1375.jpg,640,640,Car,1,260,231,543
745,0472.jpg,640,640,Bus,182,255,224,337
2689,1303.jpg,640,640,Car,462,265,603,371
672,0419.jpg,640,640,Bus,260,214,326,335
2242,1157.jpg,640,640,Car,292,139,332,176
3026,1422.jpg,640,640,Car,42,188,593,540
4681,2095.jpg,640,640,speed_sign,201,272,213,289
2002,1067.jpg,640,640,Bus,521,180,563,296
1398,0771.jpg,640,640,Car,306,296,380,378
230,0117.jpg,640,640,Car,314,317,352,359
5849,2419.jpg,640,640,speed_sign,76,414,92,438
4510,2069.jpg,640,640,Car,184,416,234,484
4399,2027.jpg,640,640,Traffic_sign,459,26,556,165
1425,0792.jpg,640,640,Car,212,329,262,376
5519,2313.jpg,640,640,Car,26,446,72,470
4682,2095.jpg,640,640,Car,368,325,390,345
5144,2191.jpg,640,640,Person,107,264,178,595
3413,1556.jpg,640,640,speed_sign,522,222,563,283
284,0147.jpg,640,640,speed_sign,220,267,238,290
1937,1033.jpg,640,640,Bus,25,218,569,501
3138,1455.jpg,640,640,Person,156,76,301,382
3388,1544.jpg,640,640,speed_sign,554,135,603,228
4866,2120.jpg,640,640,Traffic_light,170,192,189,222
1861,0993.jpg,640,640,Bus,125,165,395,279
3866,1789.jpg,640,640,speed_sign,342,107,440,286
3651,1685.jpg,640,640,speed_sign,437,328,636,640
4869,2121.jpg,640,640,Traffic_light,208,56,271,116
